Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
stashbox-custom,STASHBOX - Custom Design Storage Box,"<p><strong>STASHBOX - Premium Storage Solution with Custom Design Options</strong></p><p>Elevate your storage game with our premium STASHBOX collection. Choose from a vibrant selection of colors and make it uniquely yours by uploading your own custom design!</p><p><strong>Features:</strong></p><ul><li>High-quality PLA construction for durability</li><li>Perfect for organizing small items, collectibles, or personal treasures</li><li>Secure closure mechanism keeps contents safe</li><li>Stackable design for space-efficient storage</li><li>Available in 12+ stunning colors</li><li>Custom design upload option for personalization</li></ul><p><strong>Customization Options:</strong></p><ul><li>Choose your preferred color from our extensive palette</li><li>Upload your own logo, artwork, or design</li><li>Perfect for gifts, branding, or personal expression</li></ul>",STASHBOX,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,Storage Box,"storage, custom, personalized, stashbox, organizer, premium, PLA, gift, customizable",TRUE,Color,Black,Design,Standard,,,STB-BLK-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,1,STASHBOX Black Closed,FALSE,STASHBOX Custom Storage Box - Black | Premium Organizer,Premium customizable storage box in black. Upload your own design for personalization. Perfect for collectors and organization.,594,unisex,adult,STB-BLK-STD,new,FALSE,,g,,15,TRUE,,,TRUE,,,active
stashbox-custom,,,,,,,,,Green,,Custom Upload,,,STB-GRN-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,12,STASHBOX Green Open,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Neon Green,,Standard,,,STB-NGR-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,13,STASHBOX Neon Green Closed,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Neon Green,,Custom Upload,,,STB-NGR-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,14,STASHBOX Neon Green Open,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Orange,,Standard,,,STB-ORG-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,15,STASHBOX Orange Closed,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Orange,,Custom Upload,,,STB-ORG-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,16,STASHBOX Orange Open,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Pink,,Standard,,,STB-PNK-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,17,STASHBOX Pink Closed,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Pink,,Custom Upload,,,STB-PNK-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,18,STASHBOX Pink Open,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Red,,Standard,,,STB-RED-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,19,STASHBOX Red Closed,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Red,,Custom Upload,,,STB-RED-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,20,STASHBOX Red Open,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,White Premium,,Standard,,,STB-WHT-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,21,STASHBOX White Closed,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,White Premium,,Custom Upload,,,STB-WHT-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,22,STASHBOX White Open,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Yellow,,Standard,,,STB-YLW-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,23,STASHBOX Yellow Closed,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Yellow,,Custom Upload,,,STB-YLW-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,24,STASHBOX Yellow Open,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
